SystemTime[SystemTime],Vol. inst. value[Y_y_tempCompVolFlow],Vol. integrated value[Y_y_VolFlowSum],Vol. average integrated value[P_x_CALCVolFlowSumMean],Vol. integration time[Y_y_VolFlowTimeSum]
04:42:36 PM,6.4835,0.0000,3.4074,0.0
04:42:37 PM,6.4387,0.0018,0.0000,1.0
04:42:38 PM,6.4594,0.0036,6.4800,2.0
04:42:39 PM,6.4594,0.0054,6.5054,3.0
04:42:40 PM,6.4409,0.0072,6.4800,4.0
04:42:41 PM,6.4428,0.0089,6.4800,5.0
04:42:42 PM,6.4668,0.0089,6.4180,5.0
04:42:43 PM,6.4490,0.0125,6.4180,7.0
04:42:44 PM,6.4582,0.0143,6.4286,8.0
04:42:45 PM,6.5355,0.0161,6.4413,9.0
04:42:46 PM,6.5205,0.0179,6.4400,10.0
04:42:47 PM,6.4200,0.0197,6.4440,11.0
04:42:48 PM,6.5868,0.0215,6.4518,12.0
04:42:49 PM,6.5868,0.0233,6.4500,13.0
04:42:50 PM,6.5502,0.0251,6.4523,14.0
04:42:51 PM,6.5882,0.0270,6.4579,15.0
04:42:52 PM,6.5763,0.0288,6.4800,16.0
04:42:53 PM,6.5763,0.0306,6.4832,17.0
04:42:54 PM,6.5517,0.0324,6.4830,18.0
04:42:55 PM,6.6586,0.0343,6.4828,19.0
04:42:56 PM,6.6492,0.0361,6.5016,20.0
04:42:57 PM,6.6074,0.0380,6.5005,21.0
04:42:58 PM,6.6074,0.0398,6.5167,22.0
04:42:59 PM,6.6248,0.0417,6.5127,23.0
04:43:00 PM,6.5861,0.0435,6.5270,24.0
04:43:01 PM,6.5861,0.0453,6.5271,25.0
04:43:02 PM,6.6013,0.0471,6.5212,26.0
04:43:03 PM,6.6013,0.0490,6.5215,27.0
04:43:04 PM,6.5765,0.0508,6.5333,28.0
04:43:05 PM,6.6594,0.0526,6.5332,29.0
04:43:06 PM,6.6178,0.0545,6.5279,30.0
04:43:07 PM,6.6178,0.0563,6.5400,31.0
04:43:08 PM,6.6234,0.0582,6.5364,32.0
04:43:09 PM,6.5597,0.0600,6.5475,33.0
04:43:10 PM,6.5597,0.0618,6.5455,34.0
04:43:11 PM,6.5575,0.0637,6.5435,35.0
04:43:12 PM,6.5605,0.0655,6.5520,36.0
04:43:13 PM,6.5605,0.0673,6.5486,37.0
04:43:14 PM,6.5866,0.0691,6.5495,38.0
04:43:15 PM,6.5424,0.0710,6.5477,39.0
04:43:16 PM,6.5424,0.0728,6.5538,40.0
04:43:17 PM,6.6183,0.0746,6.5520,41.0
04:43:18 PM,6.6183,0.0764,6.5490,42.0
04:43:19 PM,6.6055,0.0783,6.5498,43.0
04:43:20 PM,6.6055,0.0801,6.5553,44.0
04:43:21 PM,6.5915,0.0819,6.5536,45.0
04:43:22 PM,6.5573,0.0837,6.5531,46.0
04:43:23 PM,6.5573,0.0856,6.5515,47.0
04:43:24 PM,6.6065,0.0874,6.5555,48.0
04:43:25 PM,6.6065,0.0892,6.5561,49.0
04:43:26 PM,6.6157,0.0910,6.5535,50.0
04:43:27 PM,6.5901,0.0929,6.5520,51.0
04:43:28 PM,6.5901,0.0947,6.5587,52.0
04:43:29 PM,6.5874,0.0965,6.5562,53.0
04:43:30 PM,6.5874,0.0984,6.5547,54.0
04:43:31 PM,6.5915,0.1002,6.5600,55.0
04:43:32 PM,6.5654,0.1020,6.5595,56.0
04:43:33 PM,6.5654,0.1039,6.5571,57.0
04:43:34 PM,6.5896,0.1057,6.5621,58.0
04:43:35 PM,6.3555,0.1075,6.5607,59.0
04:43:36 PM,6.3845,0.1093,6.5602,60.0
04:43:37 PM,6.4110,0.1111,6.5589,61.0
04:43:38 PM,6.3411,0.1129,6.5567,62.0
04:43:39 PM,6.3411,0.1147,6.5555,63.0
04:43:40 PM,6.3427,0.1164,6.5543,64.0
04:43:41 PM,6.3497,0.1182,6.5483,65.0
04:43:42 PM,6.3497,0.1199,6.5465,66.0
04:43:43 PM,6.3552,0.1217,6.5408,67.0
04:43:44 PM,6.3539,0.1235,6.5391,68.0
04:43:45 PM,6.3539,0.1252,6.5375,69.0
04:43:46 PM,6.4117,0.1270,6.5322,70.0
04:43:47 PM,6.4002,0.1288,6.5322,71.0
04:43:48 PM,6.4747,0.1306,6.5307,72.0
04:43:49 PM,6.4747,0.1323,6.5300,73.0
04:43:50 PM,6.4702,0.1342,6.5251,74.0
04:43:51 PM,6.4702,0.1359,6.5286,75.0
04:43:52 PM,6.4591,0.1377,6.5232,76.0
04:43:53 PM,6.4846,0.1395,6.5226,77.0
04:43:54 PM,6.4846,0.1413,6.5221,78.0
04:43:55 PM,6.4925,0.1431,6.5215,79.0
04:43:56 PM,6.4541,0.1449,6.5210,80.0
04:43:57 PM,6.4832,0.1467,6.5205,81.0
04:43:58 PM,6.4832,0.1485,6.5206,82.0
04:43:59 PM,6.5038,0.1503,6.5195,83.0
04:44:00 PM,6.4904,0.1521,6.5190,84.0
04:44:01 PM,6.4960,0.1540,6.5192,85.0
04:44:02 PM,6.5335,0.1557,6.5224,86.0
04:44:03 PM,6.5052,0.1576,6.5183,87.0
04:44:04 PM,6.4631,0.1594,6.5208,88.0
