SystemTime[SystemTime],Vol. inst. value[Y_y_tempCompVolFlow],Vol. integrated value[Y_y_VolFlowSum],Vol. average integrated value[P_x_CALCVolFlowSumMean],Vol. integration time[Y_y_VolFlowTimeSum]
01:21:26 PM,6.2307,0.0000,3.3027,0.0
01:21:27 PM,6.2602,0.0035,0.0000,2.0
01:21:28 PM,6.2931,0.0035,6.3247,2.0
01:21:29 PM,6.2686,0.0052,6.3247,3.0
01:21:30 PM,6.2705,0.0069,6.2563,4.0
01:21:31 PM,6.2737,0.0087,6.2221,5.0
01:21:32 PM,6.3447,0.0104,6.2738,6.0
01:21:33 PM,6.3641,0.0122,6.2563,7.0
01:21:34 PM,6.3192,0.0139,6.2883,8.0
01:21:35 PM,6.2968,0.0157,6.2611,9.0
01:21:36 PM,6.3202,0.0175,6.2800,10.0
01:21:37 PM,6.3171,0.0192,6.3049,11.0
01:21:38 PM,6.2988,0.0210,6.2881,12.0
01:21:39 PM,6.3149,0.0227,6.3082,13.0
01:21:40 PM,6.3085,0.0245,6.2937,14.0
01:21:41 PM,6.3105,0.0262,6.3000,15.0
01:21:42 PM,6.2952,0.0280,6.2913,16.0
01:21:43 PM,6.3907,0.0297,6.3031,17.0
01:21:44 PM,6.3603,0.0315,6.2952,18.0
01:21:45 PM,6.3645,0.0332,6.3055,19.0
01:21:46 PM,6.3716,0.0350,6.2957,20.0
01:21:47 PM,6.3590,0.0368,6.3025,21.0
01:21:48 PM,6.3781,0.0385,6.3086,22.0
01:21:49 PM,6.3759,0.0403,6.3045,23.0
01:21:50 PM,6.3815,0.0421,6.3100,24.0
01:21:51 PM,6.3800,0.0439,6.3171,25.0
01:21:52 PM,6.3959,0.0456,6.3236,26.0
01:21:53 PM,6.4071,0.0474,6.3176,27.0
01:21:54 PM,6.3569,0.0492,6.3237,28.0
01:21:55 PM,6.3823,0.0510,6.3292,29.0
01:21:56 PM,6.3790,0.0527,6.3344,30.0
01:21:57 PM,6.3599,0.0545,6.3256,31.0
01:21:58 PM,6.3958,0.0563,6.3306,32.0
01:21:59 PM,6.3828,0.0580,6.3338,33.0
01:22:00 PM,6.3700,0.0598,6.3303,34.0
01:22:01 PM,6.3699,0.0616,6.3347,35.0
01:22:02 PM,6.3911,0.0634,6.3388,36.0
01:22:03 PM,6.3940,0.0651,6.3414,37.0
01:22:04 PM,6.3231,0.0669,6.3341,38.0
01:22:05 PM,6.3936,0.0687,6.3405,39.0
01:22:06 PM,6.3791,0.0704,6.3441,40.0
01:22:07 PM,6.4053,0.0722,6.3372,41.0
01:22:08 PM,6.3849,0.0740,6.3407,42.0
01:22:09 PM,6.3474,0.0758,6.3464,43.0
01:22:10 PM,6.4069,0.0775,6.3460,44.0
01:22:11 PM,6.4412,0.0793,6.3432,45.0
01:22:12 PM,6.3846,0.0811,6.3451,46.0
01:22:13 PM,6.3962,0.0829,6.3491,47.0
01:22:14 PM,6.2891,0.0846,6.3519,48.0
01:22:15 PM,6.2491,0.0864,6.3471,49.0
01:22:16 PM,6.2723,0.0882,6.3498,50.0
01:22:17 PM,6.3184,0.0899,6.3524,51.0
01:22:18 PM,6.2613,0.0916,6.3469,52.0
01:22:19 PM,6.2777,0.0934,6.3425,53.0
01:22:20 PM,6.2831,0.0951,6.3460,54.0
01:22:21 PM,6.2172,0.0969,6.3409,55.0
01:22:22 PM,6.2700,0.0986,6.3434,56.0
01:22:23 PM,6.2696,0.1003,6.3395,57.0
01:22:24 PM,6.2518,0.1021,6.3365,58.0
01:22:25 PM,6.2471,0.1038,6.3389,59.0
01:22:26 PM,6.2503,0.1056,6.3344,60.0
01:22:27 PM,6.2687,0.1073,6.3360,61.0
01:22:28 PM,6.2417,0.1091,6.3341,62.0
01:22:29 PM,6.2511,0.1108,6.3356,63.0
01:22:30 PM,6.2564,0.1125,6.3322,64.0
01:22:31 PM,6.2350,0.1142,6.3297,65.0
01:22:32 PM,6.2428,0.1160,6.3264,66.0
01:22:33 PM,6.2315,0.1177,6.3280,67.0
01:22:34 PM,6.2401,0.1195,6.3257,68.0
01:22:35 PM,6.2271,0.1212,6.3272,69.0
01:22:36 PM,6.2514,0.1229,6.3256,70.0
01:22:37 PM,6.2392,0.1247,6.3220,71.0
01:22:38 PM,6.2493,0.1264,6.3228,72.0
01:22:39 PM,6.2287,0.1281,6.3214,73.0
01:22:40 PM,6.2194,0.1298,6.3179,74.0
01:22:41 PM,6.2414,0.1316,6.3166,75.0
01:22:42 PM,6.2264,0.1333,6.3175,76.0
01:22:43 PM,6.2243,0.1351,6.3155,77.0
01:22:44 PM,6.2418,0.1368,6.3170,78.0
01:22:45 PM,6.2254,0.1385,6.3157,79.0
01:22:46 PM,6.2329,0.1402,6.3120,80.0
01:22:47 PM,6.2474,0.1420,6.3108,81.0
01:22:48 PM,6.2422,0.1437,6.3117,82.0
01:22:49 PM,6.2292,0.1454,6.3106,83.0
01:22:50 PM,6.2245,0.1472,6.3077,84.0
01:22:51 PM,6.2398,0.1489,6.3092,85.0
01:22:52 PM,6.2363,0.1506,6.3075,86.0
01:22:53 PM,6.2293,0.1524,6.3048,87.0
01:22:54 PM,6.2564,0.1541,6.3073,88.0
01:22:55 PM,6.2303,0.1558,6.3046,89.0
01:22:56 PM,6.2528,0.1576,6.3031,90.0
01:22:57 PM,6.2541,0.1593,6.3051,91.0
01:22:58 PM,6.2342,0.1610,6.3025,92.0
01:22:59 PM,6.2577,0.1628,6.3011,93.0
01:23:00 PM,6.2390,0.1645,6.3030,94.0
01:23:01 PM,6.2567,0.1662,6.3005,95.0
01:23:02 PM,6.2399,0.1680,6.2991,96.0
01:23:03 PM,6.2573,0.1697,6.3005,97.0
01:23:04 PM,6.2463,0.1714,6.2987,98.0
01:23:05 PM,6.2531,0.1732,6.2973,99.0
01:23:06 PM,6.2389,0.1749,6.2992,100.0
01:23:07 PM,6.2443,0.1766,6.2969,101.0
01:23:08 PM,6.2443,0.1784,6.2956,102.0
01:23:09 PM,6.2504,0.1801,6.2970,103.0
01:23:10 PM,6.2598,0.1818,6.2952,104.0
