SystemTime[SystemTime],Vol. inst. value[Y_y_tempCompVolFlow],Vol. integrated value[Y_y_VolFlowSum],Vol. average integrated value[P_x_CALCVolFlowSumMean],Vol. integration time[Y_y_VolFlowTimeSum]
07:03:13 PM,6.7532,0.0000,3.2047,0.0
07:03:14 PM,6.6754,0.0019,0.0000,1.0
07:03:15 PM,5.9374,0.0037,6.8938,2.0
07:03:16 PM,5.9374,0.0053,6.7124,3.0
07:03:17 PM,5.9543,0.0069,6.3600,4.0
07:03:18 PM,6.9241,0.0086,6.2100,5.0
07:03:19 PM,6.9241,0.0103,6.1920,6.0
07:03:20 PM,6.5234,0.0122,6.1800,7.0
07:03:21 PM,6.5929,0.0140,6.2743,8.0
07:03:22 PM,6.5929,0.0158,6.3000,9.0
07:03:23 PM,6.5402,0.0177,6.3255,10.0
07:03:24 PM,6.5785,0.0195,6.3670,11.0
07:03:25 PM,6.5785,0.0213,6.3818,12.0
07:03:26 PM,6.5437,0.0231,6.3942,13.0
07:03:27 PM,6.5671,0.0250,6.4008,14.0
07:03:28 PM,6.5671,0.0268,6.4286,15.0
07:03:29 PM,6.5402,0.0286,6.4287,16.0
07:03:30 PM,6.5668,0.0304,6.4319,17.0
07:03:31 PM,6.5640,0.0323,6.4376,18.0
07:03:32 PM,6.5529,0.0341,6.4600,19.0
07:03:33 PM,6.5529,0.0359,6.4611,20.0
07:03:34 PM,6.5665,0.0377,6.4620,21.0
07:03:35 PM,6.5665,0.0396,6.4629,22.0
07:03:36 PM,6.5629,0.0414,6.4800,23.0
07:03:37 PM,6.5516,0.0432,6.4800,24.0
07:03:38 PM,6.5516,0.0450,6.4800,25.0
07:03:39 PM,6.5582,0.0468,6.4820,26.0
07:03:40 PM,6.5525,0.0487,6.4800,27.0
07:03:41 PM,6.5627,0.0505,6.4933,28.0
07:03:42 PM,6.5230,0.0523,6.4929,29.0
07:03:43 PM,6.5925,0.0541,6.4924,30.0
07:03:44 PM,6.5925,0.0559,6.4920,31.0
07:03:45 PM,6.5570,0.0578,6.4916,32.0
07:03:46 PM,6.5570,0.0596,6.5025,33.0
07:03:47 PM,6.5363,0.0614,6.5018,34.0
07:03:48 PM,6.5528,0.0632,6.4997,35.0
07:03:49 PM,6.5528,0.0650,6.5006,36.0
07:03:50 PM,6.5616,0.0669,6.5000,37.0
07:03:51 PM,6.5616,0.0687,6.5092,38.0
07:03:52 PM,6.5220,0.0705,6.5071,39.0
07:03:53 PM,6.5315,0.0723,6.5090,40.0
07:03:54 PM,6.5315,0.0741,6.5070,41.0
07:03:55 PM,6.5590,0.0760,6.5063,42.0
07:03:56 PM,6.5375,0.0778,6.5143,43.0
07:03:57 PM,6.5413,0.0796,6.5135,44.0
07:03:58 PM,6.5413,0.0814,6.5127,45.0
07:03:59 PM,6.5374,0.0832,6.5131,46.0
07:04:00 PM,6.5495,0.0850,6.5113,47.0
07:04:01 PM,6.5759,0.0868,6.5106,48.0
07:04:02 PM,6.5759,0.0887,6.5111,49.0
07:04:03 PM,6.5372,0.0905,6.5167,50.0
07:04:04 PM,6.5257,0.0923,6.5160,51.0
07:04:05 PM,6.5257,0.0941,6.5163,52.0
07:04:06 PM,6.5598,0.0959,6.5146,53.0
07:04:07 PM,6.5555,0.0978,6.5149,54.0
07:04:08 PM,6.5555,0.0996,6.5209,55.0
07:04:09 PM,6.5546,0.1014,6.5193,56.0
07:04:10 PM,6.5546,0.1032,6.5186,57.0
07:04:11 PM,6.5318,0.1050,6.5188,58.0
07:04:12 PM,6.5693,0.1069,6.5172,59.0
07:04:13 PM,6.5693,0.1087,6.5218,60.0
07:04:14 PM,6.6006,0.1105,6.5220,61.0
07:04:15 PM,6.5668,0.1123,6.5213,62.0
07:04:16 PM,6.5565,0.1141,6.5215,63.0
07:04:17 PM,6.5565,0.1160,6.5208,64.0
07:04:18 PM,6.5320,0.1178,6.5258,65.0
07:04:19 PM,6.5265,0.1196,6.5243,66.0
07:04:20 PM,6.5265,0.1214,6.5236,67.0
07:04:21 PM,6.5123,0.1232,6.5237,68.0
07:04:22 PM,6.4753,0.1250,6.5224,69.0
07:04:23 PM,6.4753,0.1269,6.5225,70.0
07:04:24 PM,6.5003,0.1287,6.5263,71.0
07:04:25 PM,6.4861,0.1305,6.5256,72.0
07:04:26 PM,6.4733,0.1323,6.5250,73.0
07:04:27 PM,6.4733,0.1341,6.5244,74.0
07:04:28 PM,6.4876,0.1359,6.5238,75.0
07:04:29 PM,6.5044,0.1377,6.5232,76.0
07:04:30 PM,6.4636,0.1395,6.5226,77.0
07:04:31 PM,6.4636,0.1413,6.5221,78.0
07:04:32 PM,6.4607,0.1431,6.5215,79.0
07:04:33 PM,6.4816,0.1449,6.5210,80.0
07:04:34 PM,6.4832,0.1467,6.5211,81.0
07:04:35 PM,6.4832,0.1485,6.5206,82.0
07:04:36 PM,6.4736,0.1503,6.5201,83.0
07:04:37 PM,6.4879,0.1521,6.5196,84.0
07:04:38 PM,6.4879,0.1539,6.5186,85.0
07:04:39 PM,6.4614,0.1557,6.5181,86.0
07:04:40 PM,6.4989,0.1575,6.5177,87.0
07:04:41 PM,6.4890,0.1593,6.5172,88.0
07:04:42 PM,6.4890,0.1611,6.5168,89.0
07:04:43 PM,6.4867,0.1629,6.5164,90.0
07:04:44 PM,6.4815,0.1647,6.5160,91.0
07:04:45 PM,6.4857,0.1665,6.5156,92.0
07:04:46 PM,6.4661,0.1683,6.5152,93.0
