SystemTime[SystemTime],Vol. inst. value[Y_y_tempCompVolFlow],Vol. integrated value[Y_y_VolFlowSum],Vol. average integrated value[P_x_CALCVolFlowSumMean],Vol. integration time[Y_y_VolFlowTimeSum]
08:53:12 PM,6.2070,0.0000,3.3419,0.0
08:53:13 PM,6.2135,0.0035,0.0000,2.0
08:53:14 PM,6.1746,0.0035,6.2512,2.0
08:53:15 PM,6.1839,0.0052,6.2512,3.0
08:53:16 PM,6.2141,0.0069,6.2238,4.0
08:53:17 PM,6.2607,0.0086,6.2100,5.0
08:53:18 PM,6.2249,0.0103,6.1824,6.0
08:53:19 PM,6.2304,0.0121,6.1800,7.0
08:53:20 PM,6.2369,0.0138,6.2159,8.0
08:53:21 PM,6.2556,0.0155,6.1979,9.0
08:53:22 PM,6.2495,0.0173,6.1946,10.0
08:53:23 PM,6.2486,0.0190,6.2280,11.0
08:53:24 PM,6.2551,0.0207,6.2138,12.0
08:53:25 PM,6.2665,0.0225,6.2060,13.0
08:53:26 PM,6.2387,0.0242,6.2233,14.0
08:53:27 PM,6.2465,0.0260,6.2229,15.0
08:53:28 PM,6.2440,0.0277,6.2368,16.0
08:53:29 PM,6.4185,0.0294,6.2295,17.0
08:53:30 PM,6.6566,0.0312,6.2259,18.0
08:53:31 PM,6.5527,0.0329,6.2373,19.0
08:53:32 PM,6.5569,0.0348,6.2311,20.0
08:53:33 PM,6.5701,0.0366,6.2640,21.0
08:53:34 PM,6.5323,0.0385,6.2720,22.0
08:53:35 PM,6.5185,0.0402,6.2955,23.0
08:53:36 PM,6.5061,0.0421,6.2922,24.0
08:53:37 PM,6.5405,0.0439,6.3109,25.0
08:53:38 PM,6.5227,0.0457,6.3196,26.0
08:53:39 PM,6.5131,0.0475,6.3258,27.0
08:53:40 PM,6.5304,0.0493,6.3315,28.0
08:53:41 PM,6.5324,0.0511,6.3368,29.0
08:53:42 PM,6.2678,0.0529,6.3417,30.0
08:53:43 PM,6.2297,0.0548,6.3480,31.0
08:53:44 PM,6.2253,0.0565,6.3623,32.0
08:53:45 PM,6.2776,0.0582,6.3532,33.0
08:53:46 PM,6.2797,0.0599,6.3476,34.0
08:53:47 PM,6.2245,0.0617,6.3424,35.0
08:53:48 PM,6.2473,0.0634,6.3463,36.0
08:53:49 PM,6.2580,0.0652,6.3400,37.0
08:53:50 PM,6.2655,0.0669,6.3424,38.0
08:53:51 PM,6.2999,0.0687,6.3379,39.0
08:53:52 PM,6.2746,0.0704,6.3403,40.0
08:53:53 PM,6.2630,0.0721,6.3348,41.0
08:53:54 PM,6.2484,0.0739,6.3307,42.0
08:53:55 PM,6.2296,0.0756,6.3343,43.0
08:53:56 PM,6.2221,0.0774,6.3282,44.0
08:53:57 PM,6.2211,0.0791,6.3316,45.0
08:53:58 PM,6.2152,0.0808,6.3269,46.0
08:53:59 PM,6.2125,0.0825,6.3235,47.0
08:54:00 PM,6.2114,0.0843,6.3181,48.0
08:54:01 PM,6.1857,0.0860,6.3215,49.0
08:54:02 PM,6.2167,0.0877,6.3184,50.0
08:54:03 PM,6.1990,0.0894,6.3144,51.0
08:54:04 PM,6.2073,0.0912,6.3106,52.0
08:54:05 PM,6.1636,0.0929,6.3120,53.0
08:54:06 PM,6.1951,0.0946,6.3083,54.0
08:54:07 PM,6.1840,0.0963,6.3058,55.0
08:54:08 PM,6.1721,0.0981,6.3033,56.0
08:54:09 PM,6.1827,0.0998,6.3056,57.0
08:54:10 PM,6.2111,0.1015,6.3023,58.0
08:54:11 PM,6.2087,0.1032,6.2992,59.0
08:54:12 PM,6.1698,0.1049,6.2953,60.0
08:54:13 PM,6.1878,0.1067,6.2932,61.0
08:54:14 PM,6.1788,0.1084,6.2962,62.0
08:54:15 PM,6.1989,0.1101,6.2926,63.0
08:54:16 PM,6.1412,0.1118,6.2914,64.0
08:54:17 PM,6.1961,0.1135,6.2880,65.0
08:54:18 PM,6.1528,0.1152,6.2854,66.0
