SystemTime[SystemTime],Vol. inst. value[Y_y_tempCompVolFlow],Vol. integrated value[Y_y_VolFlowSum],Vol. average integrated value[P_x_CALCVolFlowSumMean],Vol. integration time[Y_y_VolFlowTimeSum]
12:04:53 PM,5.8642,0.0000,3.1931,0.0
12:04:54 PM,5.8965,0.0016,0.0000,1.0
12:04:55 PM,5.8638,0.0033,5.8053,2.0
12:04:56 PM,5.9101,0.0049,5.9400,3.0
12:04:57 PM,6.2412,0.0065,5.8648,4.0
12:04:58 PM,6.1870,0.0082,5.8500,5.0
12:04:59 PM,6.1600,0.0099,5.9040,6.0
12:05:00 PM,6.1493,0.0116,5.9477,7.0
12:05:01 PM,6.1864,0.0133,5.9724,8.0
12:05:02 PM,6.1823,0.0150,5.9850,9.0
12:05:03 PM,6.2647,0.0167,6.0052,10.0
12:05:04 PM,6.3021,0.0185,6.0167,11.0
12:05:05 PM,6.2767,0.0202,6.0588,12.0
12:05:06 PM,6.2764,0.0220,6.0600,13.0
12:05:07 PM,6.2499,0.0237,6.0960,14.0
12:05:08 PM,6.2647,0.0254,6.0977,15.0
12:05:09 PM,6.2667,0.0272,6.0992,16.0
12:05:10 PM,6.2673,0.0289,6.1200,17.0
12:05:11 PM,6.2522,0.0307,6.1200,18.0
12:05:12 PM,6.2822,0.0324,6.1373,19.0
12:05:13 PM,6.2780,0.0341,6.1415,20.0
12:05:14 PM,6.2607,0.0359,6.1380,21.0
12:05:15 PM,6.2699,0.0376,6.1543,22.0
12:05:16 PM,6.2624,0.0394,6.1527,23.0
12:05:17 PM,6.2771,0.0411,6.1670,24.0
12:05:18 PM,6.2537,0.0428,6.1630,25.0
12:05:19 PM,6.2681,0.0446,6.1651,26.0
12:05:20 PM,6.2946,0.0463,6.1772,27.0
12:05:21 PM,6.2640,0.0481,6.1733,28.0
12:05:22 PM,6.3053,0.0498,6.1843,29.0
12:05:23 PM,6.2771,0.0516,6.1821,30.0
12:05:24 PM,6.2849,0.0533,6.1920,31.0
12:05:25 PM,6.2883,0.0551,6.1897,32.0
12:05:26 PM,6.2934,0.0568,6.1988,33.0
12:05:27 PM,6.2751,0.0585,6.1964,34.0
12:05:28 PM,6.3047,0.0603,6.1955,35.0
12:05:29 PM,6.2860,0.0620,6.2037,36.0
12:05:30 PM,6.2852,0.0638,6.2013,37.0
12:05:31 PM,6.2822,0.0656,6.2089,38.0
12:05:32 PM,6.2995,0.0673,6.2135,39.0
12:05:33 PM,6.3022,0.0690,6.2111,40.0
12:05:34 PM,6.2740,0.0708,6.2088,41.0
12:05:35 PM,6.2757,0.0725,6.2166,42.0
12:05:36 PM,6.3024,0.0743,6.2143,43.0
12:05:37 PM,6.2682,0.0760,6.2205,44.0
12:05:38 PM,6.3072,0.0778,6.2182,45.0
12:05:39 PM,6.2686,0.0795,6.2240,46.0
12:05:40 PM,6.2854,0.0813,6.2217,47.0
12:05:41 PM,6.2951,0.0830,6.2283,48.0
12:05:42 PM,6.2840,0.0847,6.2260,49.0
12:05:43 PM,6.2957,0.0865,6.2238,50.0
12:05:44 PM,6.2885,0.0882,6.2290,51.0
12:05:45 PM,6.2809,0.0900,6.2268,52.0
12:05:46 PM,6.2845,0.0917,6.2298,53.0
12:05:47 PM,6.2934,0.0935,6.2287,54.0
12:05:48 PM,6.2618,0.0952,6.2333,55.0
12:05:49 PM,6.2673,0.0970,6.2313,56.0
12:05:50 PM,6.2971,0.0987,6.2357,57.0
12:05:51 PM,6.2683,0.1004,6.2337,58.0
12:05:52 PM,6.2795,0.1022,6.2326,59.0
12:05:53 PM,6.2682,0.1040,6.2359,60.0
12:05:54 PM,6.2704,0.1057,6.2392,61.0
12:05:55 PM,6.2726,0.1074,6.2372,62.0
12:05:56 PM,6.2997,0.1092,6.2369,63.0
12:05:57 PM,6.2681,0.1109,6.2408,64.0
12:05:58 PM,6.2928,0.1127,6.2389,65.0
12:05:59 PM,6.2875,0.1144,6.2426,66.0
12:06:00 PM,6.2779,0.1161,6.2407,67.0
12:06:01 PM,6.2821,0.1179,6.2389,68.0
12:06:02 PM,6.2782,0.1196,6.2410,69.0
12:06:03 PM,6.2689,0.1214,6.2407,70.0
12:06:04 PM,6.2948,0.1231,6.2427,71.0
12:06:05 PM,6.2610,0.1249,6.2424,72.0
12:06:06 PM,6.2792,0.1266,6.2457,73.0
12:06:07 PM,6.2896,0.1284,6.2440,74.0
12:06:08 PM,6.2819,0.1301,6.2471,75.0
12:06:09 PM,6.2969,0.1318,6.2454,76.0
12:06:10 PM,6.2795,0.1336,6.2438,77.0
12:06:11 PM,6.2885,0.1354,6.2469,78.0
12:06:12 PM,6.2884,0.1371,6.2492,79.0
12:06:13 PM,6.2953,0.1388,6.2476,80.0
12:06:14 PM,6.2790,0.1406,6.2460,81.0
12:06:15 PM,6.2873,0.1423,6.2489,82.0
12:06:16 PM,6.2842,0.1441,6.2473,83.0
12:06:17 PM,6.2754,0.1458,6.2501,84.0
12:06:18 PM,6.2779,0.1476,6.2486,85.0
12:06:19 PM,6.2744,0.1493,6.2513,86.0
12:06:20 PM,6.2745,0.1511,6.2498,87.0
12:06:21 PM,6.2797,0.1528,6.2524,88.0
12:06:22 PM,6.2641,0.1546,6.2509,89.0
12:06:23 PM,6.2731,0.1563,6.2535,90.0
12:06:24 PM,6.2731,0.1580,6.2520,91.0
