SystemTime[SystemTime],Vol. inst. value[Y_y_tempCompVolFlow],Vol. integrated value[Y_y_VolFlowSum],Vol. average integrated value[P_x_CALCVolFlowSumMean],Vol. integration time[Y_y_VolFlowTimeSum]
03:02:44 PM,6.2283,0.0000,5.7580,0.0
03:02:45 PM,6.2043,0.0035,0.0000,2.0
03:02:46 PM,6.2231,0.0052,6.3000,3.0
03:02:47 PM,6.1961,0.0052,6.2400,3.0
03:02:48 PM,6.2011,0.0069,6.2400,4.0
03:02:49 PM,6.2195,0.0086,6.2221,5.0
03:02:50 PM,6.2166,0.0104,6.2017,6.0
03:02:51 PM,6.2287,0.0121,6.2400,7.0
03:02:52 PM,6.2291,0.0138,6.2229,8.0
03:02:53 PM,6.2161,0.0155,6.2161,9.0
03:02:54 PM,6.2228,0.0173,6.2000,10.0
03:02:55 PM,6.2159,0.0190,6.2329,11.0
03:02:56 PM,6.2212,0.0207,6.2138,12.0
03:02:57 PM,6.2233,0.0224,6.2100,13.0
03:02:58 PM,6.1972,0.0242,6.2068,14.0
03:02:59 PM,6.2206,0.0259,6.2229,15.0
03:03:00 PM,6.2208,0.0276,6.2160,16.0
03:03:01 PM,6.4524,0.0294,6.2130,17.0
03:03:02 PM,6.5079,0.0311,6.2230,18.0
03:03:03 PM,6.2999,0.0329,6.2200,19.0
03:03:04 PM,6.2240,0.0347,6.2337,20.0
03:03:05 PM,6.2107,0.0364,6.2460,21.0
03:03:06 PM,6.2497,0.0382,6.2400,22.0
03:03:07 PM,6.2551,0.0399,6.2531,23.0
03:03:08 PM,6.2638,0.0416,6.2452,24.0
03:03:09 PM,6.2836,0.0433,6.2420,25.0
03:03:10 PM,6.2875,0.0451,6.2371,26.0
03:03:11 PM,6.2748,0.0468,6.2446,27.0
03:03:12 PM,6.2748,0.0486,6.2418,28.0
03:03:13 PM,6.2650,0.0521,6.2503,30.0
03:03:14 PM,6.2878,0.0538,6.2520,31.0
03:03:15 PM,6.2624,0.0538,6.2477,31.0
03:03:16 PM,6.2791,0.0556,6.2477,32.0
03:03:17 PM,6.2623,0.0573,6.2550,33.0
03:03:18 PM,6.2798,0.0591,6.2509,34.0
03:03:19 PM,6.2663,0.0608,6.2576,35.0
03:03:20 PM,6.2829,0.0625,6.2537,36.0
03:03:21 PM,6.2854,0.0643,6.2500,37.0
03:03:22 PM,6.2620,0.0660,6.2562,38.0
03:03:23 PM,6.2468,0.0678,6.2526,39.0
03:03:24 PM,6.2756,0.0695,6.2585,40.0
03:03:25 PM,6.2604,0.0713,6.2550,41.0
03:03:26 PM,6.2845,0.0730,6.2605,42.0
03:03:27 PM,6.2903,0.0747,6.2571,43.0
03:03:28 PM,6.3335,0.0765,6.2551,44.0
03:03:29 PM,6.3421,0.0782,6.2591,45.0
03:03:30 PM,6.3619,0.0800,6.2560,46.0
03:03:31 PM,6.3631,0.0817,6.2609,47.0
03:03:32 PM,6.3717,0.0835,6.2589,48.0
03:03:33 PM,6.3606,0.0853,6.2635,49.0
03:03:34 PM,6.3497,0.0871,6.2679,50.0
03:03:35 PM,6.3703,0.0888,6.2712,51.0
03:03:36 PM,6.3620,0.0906,6.2682,52.0
03:03:37 PM,6.4735,0.0924,6.2714,53.0
03:03:38 PM,6.5799,0.0941,6.2762,54.0
03:03:39 PM,6.5210,0.0959,6.2733,55.0
03:03:40 PM,6.5114,0.0977,6.2771,56.0
03:03:41 PM,6.5174,0.0996,6.2807,57.0
03:03:42 PM,6.5240,0.1014,6.2905,58.0
03:03:43 PM,6.5253,0.1032,6.2946,59.0
03:03:44 PM,6.5355,0.1050,6.2978,60.0
03:03:45 PM,6.5100,0.1068,6.3008,61.0
03:03:46 PM,6.4774,0.1086,6.3038,62.0
03:03:47 PM,6.4808,0.1104,6.3066,63.0
03:03:48 PM,6.5051,0.1122,6.3086,64.0
03:03:49 PM,6.4954,0.1140,6.3105,65.0
03:03:50 PM,6.4893,0.1158,6.3138,66.0
03:03:51 PM,6.5030,0.1176,6.3164,67.0
03:03:52 PM,6.4848,0.1194,6.3195,68.0
03:03:53 PM,6.4741,0.1212,6.3212,69.0
03:03:54 PM,6.4821,0.1230,6.3235,70.0
03:03:55 PM,6.4725,0.1248,6.3257,71.0
03:03:56 PM,6.5140,0.1266,6.3286,72.0
03:03:57 PM,6.4596,0.1284,6.3300,73.0
03:03:58 PM,6.5104,0.1302,6.3327,74.0
03:03:59 PM,6.4827,0.1320,6.3347,75.0
03:04:00 PM,6.4878,0.1338,6.3367,76.0
03:04:01 PM,6.4836,0.1357,6.3385,77.0
03:04:02 PM,6.4661,0.1375,6.3444,78.0
03:04:03 PM,6.3499,0.1393,6.3462,79.0
03:04:04 PM,6.3495,0.1411,6.3478,80.0
03:04:05 PM,6.3825,0.1428,6.3495,81.0
03:04:06 PM,6.2921,0.1446,6.3467,82.0
