SystemTime[SystemTime],Vol. inst. value[Y_y_tempCompVolFlow],Vol. integrated value[Y_y_VolFlowSum],Vol. average integrated value[P_x_CALCVolFlowSumMean],Vol. integration time[Y_y_VolFlowTimeSum]
11:47:07 AM,6.5717,0.0000,3.1607,0.0
11:47:08 AM,6.5717,0.0018,0.0000,1.0
11:47:09 AM,6.5609,0.0037,6.4800,2.0
11:47:10 AM,6.5382,0.0055,6.6341,3.0
11:47:11 AM,6.5451,0.0073,6.6000,4.0
11:47:12 AM,6.5541,0.0091,6.5572,5.0
11:47:13 AM,6.5041,0.0109,6.5418,6.0
11:47:14 AM,6.3362,0.0127,6.5400,7.0
11:47:15 AM,6.3362,0.0146,6.5242,8.0
11:47:16 AM,6.3774,0.0163,6.5572,9.0
11:47:17 AM,6.3856,0.0181,6.5144,10.0
11:47:18 AM,6.3681,0.0198,6.5109,11.0
11:47:19 AM,6.4167,0.0216,6.4800,12.0
11:47:20 AM,6.4559,0.0234,6.4758,13.0
11:47:21 AM,6.4559,0.0252,6.4800,14.0
11:47:22 AM,6.3844,0.0270,6.4800,15.0
11:47:23 AM,6.4002,0.0288,6.4766,16.0
11:47:24 AM,6.3826,0.0305,6.4768,17.0
11:47:25 AM,6.3521,0.0323,6.4529,18.0
11:47:26 AM,6.3521,0.0341,6.4600,19.0
11:47:27 AM,6.3517,0.0358,6.4584,20.0
11:47:28 AM,6.3310,0.0376,6.4440,21.0
11:47:29 AM,6.3253,0.0394,6.4409,22.0
11:47:30 AM,6.3424,0.0411,6.4450,23.0
11:47:31 AM,6.3477,0.0429,6.4309,24.0
11:47:32 AM,6.3158,0.0447,6.4329,25.0
11:47:33 AM,6.3394,0.0464,6.4348,26.0
11:47:34 AM,6.3096,0.0482,6.4246,27.0
11:47:35 AM,6.3226,0.0499,6.4267,28.0
11:47:36 AM,6.3215,0.0517,6.4157,29.0
11:47:37 AM,6.3149,0.0534,6.4162,30.0
11:47:38 AM,6.3052,0.0552,6.4063,31.0
11:47:39 AM,6.3288,0.0570,6.4087,32.0
11:47:40 AM,6.2822,0.0587,6.4109,33.0
11:47:41 AM,6.3198,0.0605,6.4021,34.0
11:47:42 AM,6.3401,0.0622,6.4044,35.0
11:47:43 AM,6.2989,0.0639,6.3977,36.0
11:47:44 AM,6.3030,0.0657,6.3900,37.0
11:47:45 AM,6.3115,0.0675,6.3924,38.0
11:47:46 AM,6.3068,0.0692,6.3934,39.0
11:47:47 AM,6.3293,0.0710,6.3864,40.0
11:47:48 AM,6.3104,0.0727,6.3888,41.0
11:47:49 AM,6.3255,0.0745,6.3834,42.0
11:47:50 AM,6.3255,0.0762,6.3833,43.0
11:47:51 AM,6.3185,0.0780,6.3795,44.0
11:47:52 AM,6.3102,0.0797,6.3818,45.0
11:47:53 AM,6.3042,0.0815,6.3749,46.0
11:47:54 AM,6.2910,0.0833,6.3772,47.0
11:47:55 AM,6.3149,0.0850,6.3794,48.0
11:47:56 AM,6.2987,0.0867,6.3740,49.0
11:47:57 AM,6.3298,0.0885,6.3698,50.0
11:47:58 AM,6.3234,0.0903,6.3720,51.0
11:47:59 AM,6.3036,0.0920,6.3731,52.0
11:48:00 AM,6.3360,0.0938,6.3683,53.0
11:48:01 AM,6.2963,0.0955,6.3704,54.0
11:48:02 AM,6.3571,0.0973,6.3657,55.0
11:48:03 AM,6.3158,0.0990,6.3678,56.0
11:48:04 AM,6.3198,0.1008,6.3625,57.0
11:48:05 AM,6.3288,0.1026,6.3654,58.0
11:48:06 AM,6.3195,0.1043,6.3674,59.0
11:48:07 AM,6.3191,0.1061,6.3632,60.0
11:48:08 AM,6.3608,0.1078,6.3652,61.0
11:48:09 AM,6.3040,0.1096,6.3612,62.0
11:48:10 AM,6.3343,0.1113,6.3631,63.0
11:48:11 AM,6.3250,0.1131,6.3592,64.0
11:48:12 AM,6.3427,0.1149,6.3611,65.0
11:48:13 AM,6.3325,0.1166,6.3629,66.0
11:48:14 AM,6.3392,0.1184,6.3592,67.0
11:48:15 AM,6.3272,0.1201,6.3611,68.0
11:48:16 AM,6.3310,0.1219,6.3582,69.0
11:48:17 AM,6.3342,0.1236,6.3600,70.0
11:48:18 AM,6.3542,0.1254,6.3566,71.0
11:48:19 AM,6.3410,0.1272,6.3583,72.0
11:48:20 AM,6.3446,0.1289,6.3586,73.0
11:48:21 AM,6.2170,0.1307,6.3560,74.0
11:48:22 AM,6.2707,0.1324,6.3577,75.0
11:48:23 AM,6.2739,0.1342,6.3552,76.0
11:48:24 AM,6.2945,0.1359,6.3568,77.0
11:48:25 AM,6.2945,0.1377,6.3525,78.0
11:48:26 AM,6.2769,0.1394,6.3547,79.0
11:48:27 AM,6.2861,0.1411,6.3518,80.0
11:48:28 AM,6.2594,0.1429,6.3495,81.0
11:48:29 AM,6.2459,0.1446,6.3505,82.0
11:48:30 AM,6.2538,0.1464,6.3483,83.0
11:48:31 AM,6.2482,0.1481,6.3493,84.0
11:48:32 AM,6.2374,0.1499,6.3466,85.0
11:48:33 AM,6.2426,0.1516,6.3481,86.0
11:48:34 AM,6.2426,0.1533,6.3460,87.0
11:48:35 AM,6.2548,0.1550,6.3434,88.0
11:48:36 AM,6.2626,0.1568,6.3409,89.0
11:48:37 AM,6.2460,0.1585,6.3419,90.0
11:48:38 AM,6.2715,0.1603,6.3400,91.0
11:48:39 AM,6.2509,0.1620,6.3410,92.0
11:48:40 AM,6.2606,0.1637,6.3386,93.0
11:48:41 AM,6.2359,0.1655,6.3368,94.0
11:48:42 AM,6.2359,0.1672,6.3383,95.0
11:48:43 AM,6.2592,0.1690,6.3355,96.0
11:48:44 AM,6.2667,0.1707,6.3370,97.0
