SystemTime[SystemTime],Vol. inst. value[Y_y_tempCompVolFlow],Vol. integrated value[Y_y_VolFlowSum],Vol. average integrated value[P_x_CALCVolFlowSumMean],Vol. integration time[Y_y_VolFlowTimeSum]
12:20:38 PM,6.5076,0.0000,3.2330,0.0
12:20:39 PM,6.5155,0.0036,0.0000,2.0
12:20:40 PM,6.5108,0.0036,6.4800,2.0
12:20:41 PM,6.5118,0.0054,6.4800,3.0
12:20:42 PM,6.5118,0.0072,6.4800,4.0
12:20:43 PM,6.5049,0.0091,6.4800,5.0
12:20:44 PM,6.5049,0.0109,6.5520,6.0
12:20:45 PM,6.4469,0.0127,6.5400,7.0
12:20:46 PM,6.4855,0.0145,6.5242,8.0
12:20:47 PM,6.4727,0.0163,6.5250,9.0
12:20:48 PM,6.4642,0.0181,6.5257,10.0
12:20:49 PM,6.4766,0.0199,6.5160,11.0
12:20:50 PM,6.4696,0.0217,6.5081,12.0
12:20:51 PM,6.4670,0.0235,6.5100,13.0
12:20:52 PM,6.4764,0.0253,6.5038,14.0
12:20:53 PM,6.4772,0.0271,6.5093,15.0
12:20:54 PM,6.4597,0.0289,6.5006,16.0
12:20:55 PM,6.4472,0.0307,6.5057,17.0
12:20:56 PM,6.4939,0.0325,6.5012,18.0
12:20:57 PM,6.4378,0.0343,6.4972,19.0
12:20:58 PM,6.4824,0.0361,6.4989,20.0
12:20:59 PM,6.3902,0.0379,6.4955,21.0
12:21:00 PM,6.3778,0.0397,6.4971,22.0
12:21:01 PM,6.3861,0.0414,6.4941,23.0
12:21:02 PM,6.7536,0.0432,6.4778,24.0
12:21:03 PM,6.7615,0.0450,6.4821,25.0
12:21:04 PM,6.6500,0.0468,6.4800,26.0
12:21:05 PM,6.4748,0.0487,6.4800,27.0
12:21:06 PM,6.5131,0.0506,6.4933,28.0
12:21:07 PM,6.3078,0.0524,6.5057,29.0
12:21:08 PM,6.0802,0.0542,6.5031,30.0
12:21:09 PM,6.1714,0.0559,6.5006,31.0
12:21:10 PM,6.1527,0.0576,6.4900,32.0
12:21:11 PM,6.1843,0.0593,6.4800,33.0
12:21:12 PM,6.2117,0.0610,6.4706,34.0
12:21:13 PM,6.1648,0.0628,6.4603,35.0
12:21:14 PM,6.1532,0.0645,6.4580,36.0
12:21:15 PM,6.1765,0.0662,6.4500,37.0
12:21:16 PM,6.1267,0.0679,6.4424,38.0
12:21:17 PM,6.1404,0.0696,6.4340,39.0
12:21:18 PM,6.1421,0.0713,6.4233,40.0
12:21:19 PM,6.1125,0.0730,6.4183,41.0
12:21:20 PM,6.1333,0.0747,6.4110,42.0
12:21:21 PM,6.1333,0.0764,6.4040,43.0
12:21:22 PM,6.1582,0.0781,6.3963,44.0
12:21:23 PM,6.1369,0.0799,6.3900,45.0
12:21:24 PM,6.1737,0.0816,6.3909,46.0
12:21:25 PM,6.1605,0.0833,6.3850,47.0
12:21:26 PM,6.1801,0.0850,6.3794,48.0
12:21:27 PM,6.1377,0.0867,6.3740,49.0
12:21:28 PM,6.1763,0.0884,6.3698,50.0
12:21:29 PM,6.1763,0.0901,6.3648,51.0
12:21:30 PM,6.1633,0.0918,6.3600,52.0
12:21:31 PM,6.1353,0.0935,6.3563,53.0
12:21:32 PM,6.1617,0.0952,6.3509,54.0
12:21:33 PM,6.1633,0.0969,6.3476,55.0
12:21:34 PM,6.1477,0.0986,6.3425,56.0
12:21:35 PM,6.1234,0.1004,6.3395,57.0
12:21:36 PM,6.1694,0.1021,6.3419,58.0
12:21:37 PM,6.1422,0.1038,6.3355,59.0
12:21:38 PM,6.1541,0.1055,6.3344,60.0
12:21:39 PM,6.1646,0.1072,6.3292,61.0
12:21:40 PM,6.1976,0.1089,6.3249,62.0
12:21:41 PM,6.2598,0.1106,6.3216,63.0
12:21:42 PM,6.2393,0.1123,6.3192,64.0
12:21:43 PM,6.2210,0.1141,6.3169,65.0
12:21:44 PM,6.2367,0.1158,6.3194,66.0
12:21:45 PM,6.2194,0.1175,6.3156,67.0
12:21:46 PM,6.2537,0.1193,6.3134,68.0
12:21:47 PM,6.2535,0.1210,6.3159,69.0
12:21:48 PM,6.2529,0.1227,6.3116,70.0
12:21:49 PM,6.2567,0.1245,6.3110,71.0
12:21:50 PM,6.2473,0.1262,6.3127,72.0
12:21:51 PM,6.2611,0.1280,6.3100,73.0
12:21:52 PM,6.2365,0.1297,6.3117,74.0
12:21:53 PM,6.2583,0.1314,6.3091,75.0
12:21:54 PM,6.2575,0.1331,6.3065,76.0
12:21:55 PM,6.2512,0.1349,6.3054,77.0
12:21:56 PM,6.2726,0.1366,6.3070,78.0
12:21:57 PM,6.2603,0.1384,6.3046,79.0
12:21:58 PM,6.2730,0.1401,6.3062,80.0
12:21:59 PM,6.2333,0.1419,6.3039,81.0
12:22:00 PM,6.2538,0.1436,6.3061,82.0
12:22:01 PM,6.2276,0.1454,6.3038,83.0
12:22:02 PM,6.2579,0.1470,6.3053,84.0
12:22:03 PM,6.2342,0.1488,6.3006,85.0
12:22:04 PM,6.2476,0.1505,6.3021,86.0
12:22:05 PM,6.2317,0.1523,6.2994,87.0
12:22:06 PM,6.2557,0.1540,6.3015,88.0
12:22:07 PM,6.2337,0.1557,6.3006,89.0
12:22:08 PM,6.2337,0.1575,6.2980,90.0
12:22:09 PM,6.2533,0.1592,6.2995,91.0
12:22:10 PM,6.2488,0.1609,6.2975,92.0
12:22:11 PM,6.2493,0.1627,6.2966,93.0
12:22:12 PM,6.2493,0.1644,6.2981,94.0
12:22:13 PM,6.2292,0.1662,6.2962,95.0
12:22:14 PM,6.2669,0.1679,6.2976,96.0
12:22:15 PM,6.2401,0.1696,6.2957,97.0
12:22:16 PM,6.2357,0.1713,6.2949,98.0
12:22:17 PM,6.2511,0.1731,6.2932,99.0
12:22:18 PM,6.2486,0.1748,6.2945,100.0
12:22:19 PM,6.2283,0.1766,6.2923,101.0
12:22:20 PM,6.2505,0.1783,6.2942,102.0
12:22:21 PM,6.2386,0.1800,6.2934,103.0
12:22:22 PM,6.2494,0.1818,6.2913,104.0
12:22:23 PM,6.2636,0.1835,6.2931,105.0
12:22:24 PM,6.2413,0.1852,6.2910,106.0
12:22:25 PM,6.2542,0.1870,6.2903,107.0
12:22:26 PM,6.2265,0.1887,6.2920,108.0
12:22:27 PM,6.2420,0.1904,6.2900,109.0
12:22:28 PM,6.1724,0.1922,6.2884,110.0
12:22:29 PM,6.1724,0.1939,6.2897,111.0
12:22:30 PM,5.7786,0.1956,6.2891,112.0
12:22:31 PM,1.0140,0.1973,6.2867,113.0
12:22:32 PM,0.8162,0.1989,6.2852,114.0
12:22:33 PM,0.8162,0.1989,6.2806,114.0
